ID,Is_Lead
DXL2VKWU,0.0339
DLNSYPK3,0.962
AXSBXCAM,0.0222
6RGBFWFV,0.0354
DRPZGDEN,0.0212
SFDN9XPM,0.0198
D6MTZMBR,0.0201
ZTC7RXWP,0.0211
FLTQ5ADD,0.0398
MJRRYKT5,0.1216
4PM3P7AG,0.0204
FIAVPPVE,0.0341
9GFWD7AH,0.0198
56NDGATN,0.0289
CVRY4TZE,0.7
4NSLIYBU,0.0375
7BKFRTSS,0.1238
E9SWJIJC,0.6697
MF97ZPHP,0.0145
IT7FJFNW,0.0982
H4WQ5MJY,0.1105
MYEERRWE,0.1254
227ZCXTY,0.2463
UQCUJMHV,0.0304
QUXPSZSX,0.0148
NAGPTJDL,0.0191
22X8BOCU,0.0406
TQDKH25U,0.2168
HBGKQM9Z,0.0386
UBMVA9G5,0.0381
LYGG8PA9,0.6706
PSZ6TAQT,0.0359
7DERLGTG,0.0306
KCSJEZZP,0.0281
BFZWZ5AW,0.0396
S4MTWVAA,0.1173
5KCY5DUT,0.0223
2HG9JT2Z,0.0367
E4GFIMAU,0.029
MGBWMRBB,0.0345
6EE5TCP5,0.7186
DYETEP7R,0.0217
AXBDWOKX,0.7239
H9NGGKRH,0.1447
KB2SBLEG,0.0948
CIHZZN6B,0.0334
GQ8UWZBN,0.7691
GYR82P9K,0.0325
UFKAYFNR,0.9509
6AN2N9NF,0.0194
BB8YEWUT,0.0247
DEYCXWBL,0.0328
OJ8HWYFB,0.8693
CZSEYIQD,0.2428
4QGRYJQC,0.04
29NO5GXJ,0.1277
4TKYGQPC,0.755
NLZCNCBI,0.0226
EN2SZP6H,0.0389
T4EGFCOU,0.0146
ARC45TQ7,0.024
2TNPPWLR,0.797
J2VJWFNU,0.0344
8FHURKPK,0.0369
AUSJTRV3,0.1026
EK9GAI74,0.0148
MPQWCBCQ,0.7409
2CAAJMNI,0.0143
WZO3ROS3,0.7187
FERNCCCE,0.0454
8KBKAESM,0.0221
KEBD2TA6,0.0913
QAZUSP6E,0.0331
CDACN3I7,0.0225
U2XLEKLX,0.0206
QG9BVTQF,0.0631
RD2WGZCH,0.6477
M4C58TCA,0.6783
BGE4OK9E,0.019
TCXR8DVX,0.7896
HPMSQPUQ,0.1715
Q7MXKTEF,0.0206
MNAJRW8F,0.0336
DVWEADYZ,0.0214
SG2CUOJA,0.0288
MIHRWQ6Y,0.025
TEEM6Y5F,0.2302
RWUDXYWT,0.0142
D7MRWJFT,0.0353
JNHQ9CAY,0.1019
SUSDFUDN,0.0235
JAGX9MYU,0.0323
W6WKYUCR,0.0348
BDK2WZZY,0.0466
YES4KNPF,0.7423
MEGWNAJJ,0.0358
OQNXCT5D,0.0205
V6AQUAT6,0.0213
PTI5TGAO,0.0388
BNPF9T9H,0.7575
8BHPJB9S,0.2259
5RWNEJ45,0.1389
N3QKZKBS,0.0398
MTJSMXMY,0.6812
ZJGUD2VM,0.0237
MFK6X7QF,0.8803
EGSRZ9UE,0.1313
EGH39PJM,0.2342
RECME8Q2,0.2089
5P8KEMHM,0.7198
LGNYMWWP,0.0388
BZOTEFT3,0.1093
85VJAXQY,0.0997
HUWYWEJX,0.0253
JQERX6CZ,0.0159
VENY5KRT,0.0414
NX99JFVA,0.1032
AYZDK7PC,0.0208
UBZUQJM5,0.0781
NE8ATRKR,0.2246
E2FK3VQD,0.0195
FMTDHKHQ,0.0351
GWNQRHBT,0.1228
MOEJOOAP,0.0209
N4OPDGR2,0.6251
TAF3MIRW,0.7201
GRHARZPE,0.0227
MJ3GBTVD,0.1266
PFNUZU5O,0.0375
QKWHROND,0.0256
K8YLRWTC,0.0238
MYHZMBDY,0.3071
9CFRHWEN,0.0369
E6UZUZTY,0.0381
MXJQNU3Q,0.0208
BNCY8PJJ,0.021
CQQCGNE6,0.0423
CVMJC68I,0.092
S8VRYBCC,0.0286
RULLAZDR,0.0208
MNZCHTOP,0.0177
MYPUPGTA,0.1291
ZLIZZ6BN,0.0213
FEFPBT2Q,0.0437
DSAK5HC9,0.2864
3YRRAIWW,0.0283
GHX3IX4Q,0.0236
PGMUVRQ4,0.0198
HOMYD9ZZ,0.1219
M6NXWGMZ,0.0216
CSQ2WTWT,0.0395
V6MTH4FC,0.1758
DMCXAXYF,0.1812
DYYBRPFR,0.7705
NHIOFLFM,0.0331
VIXNBZ97,0.0229
BQED2ESK,0.0272
EJVTXYNB,0.1321
2IWS6FUA,0.2527
XYDAVPRE,0.7381
HPEEUGRK,0.0309
DOM32JKY,0.0361
QFVRBWEL,0.0215
CYR84WJH,0.698
8H63B6DI,0.0152
HLWQLFAX,0.5992
CGOR3GIC,0.0328
WOYDA8MQ,0.0353
VG33TCHQ,0.1973
XKQXID88,0.0237
NTBMU9IJ,0.0271
4RQNXVQO,0.0286
G37AQWAO,0.7063
5DAQQ6FU,0.0469
58NXNSNK,0.0221
ZKHTXJPZ,0.0278
7GWVQDVW,0.0209
A3WK4GBF,0.0159
VFTEG7GB,0.9577
FDU35ROY,0.6804
27GFITFE,0.6176
KUXXRSKQ,0.1082
EYARR6MT,0.1544
NVWVJQJB,0.1346
ECGQYEM3,0.0212
QDJ7A3PV,0.0212
XKG2DMHE,0.0184
NAE2EACA,0.028
MPWAGMZZ,0.0393
GVVAWTJA,0.0444
QVRO4VCE,0.0357
DRSEHMTB,0.566
CUXWDX35,0.0354
X2HM6DUG,0.2832
5GM9EGXH,0.0195
HNXFZ2XM,0.0234
JCCZDSCC,0.0138
6QQPVFYC,0.0193
FQLU57UT,0.0414
HWKV3QXF,0.1272
ENAXJH6V,0.0214
FSBRSDUR,0.0555
MWSTNGBZ,0.1253
7WXPT4KW,0.0397
UIVHKEDB,0.0336
6EEVFC42,0.035
MTZRDWCM,0.1331
Z9BQTA8C,0.031
APHGNRNK,0.0214
DUOSQ5KU,0.078
4WH2596O,0.0273
VPFFULRJ,0.6567
6FJ7NDWR,0.7122
ZSWGW7WL,0.7062
UQRNQQ3G,0.0425
KAE4BWC7,0.0158
KUQBTKTT,0.0181
LRC8NA2N,0.4795
EHKIKRKC,0.0221
JIECY9ND,0.0296
BKOQOS6X,0.1462
BJAONXSC,0.0312
7ODLP879,0.032
CDNHROX7,0.0223
H8JKMBWN,0.1582
6YUFAWEQ,0.0204
GUXEZWUK,0.0277
4Z2QZ9VN,0.0341
2SDNLVSK,0.0351
PDMRNWQZ,0.0202
HDXGACNK,0.0207
7NBMA3MB,0.0368
3OPUQR3U,0.0145
DCXRTMCE,0.0482
GKVTUYSC,0.0412
6BVSAQVD,0.0276
6KQRFNDZ,0.0337
HJTJ7XBP,0.0155
WDGADQ5L,0.0378
FHDTTJUK,0.0207
LFBDQSKX,0.0283
NZABPBSF,0.0355
2MJFLQE8,0.1113
AHQBWVV6,0.0202
4GXAXRNP,0.019
KWQK6VXC,0.023
SS4Y3CPQ,0.2139
BUVGIB3E,0.0143
FKJNCT4V,0.024
JOCK7SH2,0.1901
IWJU8JP2,0.6978
PRAFLURI,0.0458
JYJY7SVT,0.1271
G7UWDGX3,0.736
G2E3WUWU,0.0988
ATWEAEBB,0.0384
DVC2HDXP,0.1033
KGDHGCHJ,0.0229
BU37F9B7,0.037
CXDJTVXO,0.0327
UZK9AYST,0.6816
MATJWVDU,0.0324
6E5YKTSQ,0.6594
LMB2ZCX3,0.0252
8PTPAWNF,0.0199
PEPU7YHQ,0.7617
KB35EOF9,0.1255
4QU7Z6OR,0.1424
E885SJKZ,0.0179
GT5Y435Y,0.0523
FBDRFUW7,0.0343
JAIRUXJR,0.0194
PVVZTNCN,0.0151
MGJ4HGNH,0.1383
XCO4SNBX,0.0139
WFJJB33Q,0.6924
NH6A6BJK,0.1698
RZGJLFF7,0.1207
GU8WUGJV,0.0547
EDRKKDN7,0.2488
F32FMYE9,0.021
AZIMZB6C,0.152
RLNQYAIF,0.0338
XKPRDOPH,0.0208
CQWBQYPU,0.0326
UIVA4TFE,0.1263
D9KSKS69,0.0775
9QOSJVZS,0.1798
UCQHHR3Z,0.2506
W9QZCGS9,0.0432
KJSV7HWX,0.0395
3S7Y9PQ8,0.2122
7PJJZE9P,0.0143
RIAR7UQR,0.0948
G9TRK7YO,0.6699
AOB57G3R,0.1252
8QRFHZ9H,0.9454
JCSSAXOD,0.0219
RNBZQ7TU,0.0219
FR6SEG2Q,0.0171
NCHQRQYJ,0.1298
3KGTYTMR,0.0207
XVKLNWPJ,0.0358
JAN2OTEA,0.0342
GSAFFP9C,0.0349
MMBAWT47,0.7689
BKN5EQA9,0.0334
XSYQ3QXM,0.9514
JTDYPPKZ,0.7624
P9PVE3Q3,0.0191
JJDBDKMH,0.0462
5RC4BCWV,0.162
E2XKHOUV,0.2248
LV35TOCQ,0.6957
FKWUMEVH,0.1145
JCTSFNZO,0.0351
8VREZR8Y,0.0344
XXHTXOBD,0.2239
DO7KTJBZ,0.0145
GVMPL7PR,0.0211
ATWH8SKX,0.0565
8VICDNPG,0.0215
3CBAATTP,0.1203
2NEYSD78,0.0984
QYBBTEZY,0.0217
DYZ8WTMS,0.0311
STNA7AEF,0.0254
ACTWGTKG,0.0199
CUKFVT4A,0.0243
ZAOPVHOL,0.7962
RUQRPEZD,0.3782
2RBQUGPW,0.0538
5BFTTZBV,0.0215
FPRUSKFC,0.0226
EAQRNAMQ,0.0184
B4BFFW8V,0.6316
MA3NFYGC,0.0409
9KMDPPWA,0.1261
EZMKVCYP,0.0299
ZXHX5NNC,0.0336
F6CDHPUX,0.0368
NTGV8RUG,0.2878
KBOAFV9V,0.0467
KM8GZKDC,0.0217
ABYWJXGU,0.1374
WRHMHTN5,0.0147
M5CXA7ZM,0.0217
VMSQUGGM,0.0498
NUROLKNX,0.023
EGA4HKGV,0.0279
DKNVFTLV,0.0242
G6ZSP5DT,0.0244
XXFTDOXZ,0.0283
D3YESMNH,0.6478
FJA48MRS,0.7611
HZ7KCKSS,0.022
VSFPDJTG,0.0373
WJNSDEMJ,0.0912
EEPHZUMG,0.953
MGSTFJ6Y,0.718
LDZ3QUOW,0.0381
BAKRNUUR,0.6761
JNBZMUYE,0.0217
QSPZTUXW,0.0292
JOVYH4B2,0.0208
AZPR45CH,0.1918
AD8WCAK4,0.0446
9VSS26V2,0.0208
HXCCJ32G,0.8738
KWBPAZGF,0.1292
4Y5EMUNQ,0.0212
9BJF9PEF,0.0222
825HP9ZZ,0.0328
XQ5YCMUH,0.218
3ITG2OVI,0.143
6NTAOGKT,0.2277
CNCY2B2Q,0.1197
M3HQMAGN,0.1552
GWZTPJKX,0.0245
X9PEYDDP,0.0283
K2FAPB9P,0.0404
UBOQTKAZ,0.0198
KAGVPYHM,0.6516
ZDXOTYB8,0.0199
NYUEHNEP,0.0393
IVDXEBX9,0.022
8PXF5PZD,0.0301
FVNVKUKP,0.0326
4HQP5QOA,0.2561
8YNX46KW,0.0378
DBHGRT96,0.0194
5CNLRMNJ,0.2272
EGKW7U2T,0.9469
KYHOEVQP,0.0385
APRXMA7L,0.0344
CHF3AKT2,0.1175
SGF3M6B2,0.6246
HCWRDHGD,0.0356
UVBDNICJ,0.6614
GQ6OAYGH,0.0268
KDT8XEHI,0.0224
C5UCRTWP,0.0193
7DRWNOJM,0.029
V9BEIHT4,0.0445
5JEG4MZY,0.0202
JZYMPAHP,0.0152
J6VQPMDR,0.0169
32VB7VQY,0.0465
66EJE4PV,0.0215
LZXYKZXQ,0.0399
QYLVIBTM,0.0214
JHWUNEZH,0.0141
AGN5DBVK,0.0209
CYAEDTHW,0.6552
F7IBP4IN,0.0153
OJIYXHTF,0.0395
SALPTUWN,0.7778
HAGGTWIC,0.0153
9775WRVD,0.0212
9UDBVTEN,0.0368
HBOZYZEB,0.7909
AWRDAGGG,0.0201
U3CTPNJQ,0.0213
RWAVX7EM,0.0253
W9KBGYZN,0.1251
WCTUVXHW,0.1444
KQXCZEUN,0.0256
FIBSGIUI,0.9487
6ENRNGBB,0.6951
F7HFRXAY,0.0325
3QMFZ6MG,0.7107
CETZXEHM,0.016
MVYA6OKG,0.0171
NCXARIXM,0.0315
PAFRBPBE,0.0316
JDD7MHWP,0.0249
52GDYO4Y,0.0458
GN76JIKQ,0.0274
NSUBDJWH,0.0211
3ZUCAUSZ,0.0307
UXTZQVNR,0.0202
D3AB6UZW,0.9608
PD8WNEHX,0.6887
GE56MZQJ,0.0202
MARFBKTP,0.0143
LVSCYKZT,0.5809
49KDETNR,0.0353
Y2MBDZU7,0.0269
RHBUWTXS,0.7504
F4AAW7PD,0.948
CVHYEM4Z,0.0231
NHN8QMS2,0.02
UYHIZ8MT,0.0141
9DWVHD3O,0.0364
EWLAK4GE,0.1209
46YW585O,0.1878
EZNPIXRN,0.0171
BMVRVKYK,0.0175
HVNHNJEB,0.0146
D7RYZE8H,0.0226
GGCPSUYK,0.6688
AKGX454F,0.0216
AUENX5MU,0.0372
K3P9BNJF,0.2513
GZARAAOJ,0.0347
BPVWTYVD,0.946
G9RPVUXH,0.0428
HECMV4DY,0.6719
NOK5TAYP,0.0327
9AMB6JEW,0.0229
B24PGRDU,0.1337
SW4QKESJ,0.6771
NJG6EFR6,0.0397
RNZUGWNC,0.0522
VMUWBQRH,0.1185
AFPARYBB,0.0334
K39VG73C,0.0236
QXMNZSWK,0.0431
ANI2VMFF,0.0219
H9SQKBXL,0.0559
BZAAYPGK,0.0142
HYJRVQUH,0.0199
M4ZLUMZQ,0.0241
M2VYOMRL,0.7772
8GV7MPXJ,0.2311
EYXEPX59,0.0172
WWE7JIUW,0.0145
NLBSAYYQ,0.673
XAKCWKLC,0.6683
BHNKZJ9S,0.7456
KGWYMNT5,0.0225
TGGZGMPH,0.0384
8BMHJAPA,0.0324
Q7GDXXJE,0.0184
9PG3OL2T,0.0362
MC2FFM8F,0.0216
RKSQ4GEG,0.0522
JPFJBOMY,0.0219
WIF6X7FZ,0.0171
HW9EQGFV,0.0222
46TGQJ2P,0.2316
LBJPCQYZ,0.0271
CP8PCNYH,0.0142
E2E9DY9U,0.9577
NRERMIQC,0.1339
DWW2YVVN,0.0373
MT6YQJTC,0.7461
WF3H45OX,0.0355
Z64VBHUR,0.0223
RHGUXVBZ,0.6026
39VT3KHH,0.0246
7UGQBM2Q,0.219
6VFM8SWK,0.0353
88JXDTDU,0.9503
EXE8SXBM,0.0991
EIU22WBR,0.2299
FMGALQCR,0.9507
KZLRGKBS,0.0223
FV6MJYDB,0.6713
NXWRJSCF,0.0194
8JGKJH2M,0.535
PFAORYXQ,0.0854
5DNWKZ22,0.0224
NBSTGDBW,0.0273
C9WYJCVP,0.3406
KG5LHMHF,0.1317
ANDCDMCM,0.0345
BTWA9ZGN,0.0213
XLWNHIQC,0.7571
3JKZNRJC,0.0248
ZQBEXXUX,0.02
UXGSOXZ2,0.0281
4LU6MDPL,0.015
IVYJMW9E,0.0316
SFXGDBXZ,0.016
2XT6UC77,0.1199
KYF5ZQUU,0.6688
KJ8384BG,0.0273
H6Q8OSRV,0.0346
CQGHOPT5,0.7035
HM2UTJN9,0.0333
86UWRZ63,0.0593
PPSJ4MLH,0.0417
B36CRKC3,0.1223
KJU9SFXE,0.0212
SIGTS3YD,0.0545
8CTPK8KS,0.0361
QPRVM8UR,0.704
HYV6HRXL,0.0373
NRNR2QUJ,0.0141
GQBHRG33,0.2159
HEMP5YWJ,0.0517
R49FJ9FM,0.6955
OFDPWRPH,0.0341
LVKNHQEM,0.1208
YPRC9Z7H,0.5714
D9CGUYB3,0.0143
ED923SWR,0.0331
HADCKE68,0.0375
AMHGML7J,0.0479
MDETRPQY,0.0232
4MDAAVMU,0.0191
MXTFRDPP,0.0456
TZHVYQXB,0.6647
KDRRPKI4,0.7318
5K8HJP4C,0.0202
WODPIKYP,0.0151
SHRDUCKX,0.0345
QVVSFQEE,0.031
CPROFPKU,0.2263
FWA8WNVW,0.1125
MXA6B7SZ,0.6832
3XUWRWZV,0.0313
YUWGUMEH,0.0393
F6YFPJKH,0.0346
J56B9SDW,0.2153
AW3ZSGTP,0.1007
JT5HNGTS,0.0375
ZMHQ9JHE,0.9358
IGX9OAW2,0.7115
RWQHQAUB,0.0411
3VP4VZYB,0.0205
CHW9IJ7B,0.0209
2IJ6MJBZ,0.6976
4L7QHUUP,0.0139
JQOG8WOQ,0.0216
BLA4R62F,0.023
FBFMURJD,0.7309
MFNHWDQG,0.1423
SNMPY5CE,0.0746
QPYXTUFK,0.0159
GMMMHONP,0.0336
PANJVHQR,0.6661
JAZJVTEN,0.0202
OSPN2XFM,0.1299
FRAINMJC,0.0377
IX7O9WTT,0.0336
7GYDNLYD,0.1192
EJHJO76Y,0.0203
B6HRKBSW,0.0337
R4O5NH2H,0.0139
MHDQRDAM,0.0323
R2BG7KYJ,0.391
75QTXQFS,0.0384
T4HJLEZW,0.0541
3CXTTYFP,0.0313
JUKJSRDZ,0.04
TGUIYLBQ,0.7235
UBZWCWNU,0.0728
2RGCMS83,0.0351
7NPTGWUF,0.0256
LP5RDCNS,0.0204
IBFUTPPB,0.0213
YT9T7UCR,0.0219
TAGIJNPM,0.0247
ATWA3STZ,0.0245
JV25KI7T,0.0213
YVHZI9QY,0.1333
UNNVQ78U,0.1603
DJOAHTIT,0.0233
ZDZD5HBV,0.0202
DY4EJS8K,0.0145
QTACZPUN,0.1187
DDPP6DHD,0.0289
FD8TGV74,0.023
9GWEBGTN,0.0757
UBEVLAUR,0.1163
FK7BL4OF,0.9404
AKXH89MG,0.0216
TRVCZGZA,0.7548
BDUYTBNB,0.0163
NUMXFDMJ,0.0538
Q93UDVDZ,0.0233
GUPQGTXM,0.7283
TAWFNHEO,0.9409
BCUY4JMK,0.0194
JEGCVUJB,0.7827
KFJEDMIO,0.0271
WP4MXPIQ,0.1226
HPCJ6CXE,0.4468
XZJ5KKCX,0.0457
SSMU2YY6,0.1839
NAN9RGRQ,0.0142
FFJDTTFS,0.2183
J3KEBZ3A,0.0291
Q4FUEVQV,0.022
M7D6CKQA,0.0343
G94HV9X6,0.0215
EFURKUQ2,0.0217
XTSPIHNF,0.1413
34DHMP5Y,0.0407
DAGHXHPG,0.0874
RQNXVY7W,0.0706
F6U6PFJV,0.0366
MDFIJWMK,0.7349
XMSTYCQW,0.6914
8JEI9XSP,0.0417
PBQ8KC8Q,0.0214
QXSXPCWL,0.1451
MG8AU2SR,0.1209
IPR3C3WF,0.0337
4GUCJ4UC,0.118
NAZ46XRW,0.6954
INSVNCOB,0.0238
KDKC78CL,0.0346
XJMHMDRS,0.0204
4TFCOKUD,0.0217
ANQ4VNWU,0.6145
BIROXTZM,0.1369
MRSQPE3Z,0.0429
7ZDRGBCA,0.0326
KZUGW343,0.0189
PVVKWQRZ,0.113
JWTFQZNR,0.0359
J659FVZN,0.0357
5MM6PVUH,0.026
G5MEUKAS,0.0207
CNDO9PSO,0.0225
6QWKWCOQ,0.7206
4XZLMGPK,0.7116
6BCHTUH9,0.014
RFUHMQKY,0.0189
4KUUPKFV,0.6349
EBTX9869,0.2132
KHKRSGXM,0.1313
LSWGPP9W,0.0263
LTQJTB7H,0.0259
MPVHYM94,0.0365
D6ZT8QVU,0.0812
PLQ8BDCM,0.0214
R7WSFAF3,0.1749
8DDCH5HQ,0.6967
IDYDWLNW,0.0214
DT9XVDDJ,0.9513
9ADXQXSJ,0.0328
9HPH4QJX,0.032
HFX2ARBW,0.041
MMBZSAA2,0.0235
KT7JUBMN,0.0402
PDAU7EAD,0.0158
KL8ZCVQT,0.0519
Y46R9S46,0.0375
KASEPPUC,0.0406
SWMCETE8,0.0315
2AWLF8NZ,0.0196
UFCQNVFU,0.042
DEAVPGAJ,0.0183
KXDGRESR,0.7757
MEZ6SLGS,0.7383
8YPTZYNN,0.0223
NSSQSPQZ,0.0414
PKZDYGWL,0.0214
MU3FUPZH,0.0208
GWVSANHI,0.0314
RWVYSIGP,0.0219
5KX3PKOF,0.5735
4VNJWVJI,0.0187
AXRX3M8X,0.1628
HKBNJ9QG,0.1502
4TKDZDRL,0.0199
LHG3PYTV,0.0378
HUUSHN4C,0.111
CJVFBPR8,0.1242
BSMKKKGJ,0.5163
CKIGPZCA,0.0352
VDFNZLVX,0.0232
M9CZNAWP,0.1255
HMYC2JVS,0.7661
3QMEEWY6,0.1317
CWQYOPWE,0.021
WXJA4SHZ,0.2244
LSDVBVEC,0.6441
ENSGYGRK,0.9397
KTTGYYGH,0.0213
O5KUSBM4,0.0266
GKNANXCE,0.0221
EWYKBGV7,0.0227
NFVGZ67G,0.0464
AEM8KK2S,0.022
XI6AQAMS,0.0151
9DYRYNWU,0.0349
PJVMAFFS,0.0201
KDWRSYDF,0.1356
NVAWMZUA,0.045
2PO8FCOP,0.8805
2PRTLCBD,0.0373
5GHEGMUV,0.0504
K84E4NDV,0.0208
F7WD4XBH,0.9263
DE4TXP93,0.1336
WJFKRB9E,0.0148
OFWDRK8J,0.0196
55IOMSA5,0.02
E7Z36SAZ,0.0208
4KQNSAXD,0.0525
MPZAGC4Q,0.0214
D8XQVDUR,0.0366
GB9NABSK,0.2223
4UPYZNVT,0.0218
KAE7BFUF,0.0218
COMV2FLO,0.0377
VCAQQBCZ,0.0399
JJTQHQMR,0.7179
ROGZOCCW,0.0239
TMSDOEGP,0.1151
AYHKQKTU,0.1337
NTI7NGAH,0.1634
TGJZCZWI,0.0212
HTLAUZ8H,0.6849
ZPFIFART,0.0316
3KDAFMIK,0.1251
CEAPKXXR,0.0792
57NPJSEU,0.037
7UIWNHMD,0.0213
WD8PSTT6,0.6939
B4HSJWQ6,0.0149
AD6XYGPM,0.1679
EVVRDHHE,0.7164
HLHMOMCU,0.0226
Z7UPBJLH,0.0326
W7TVISHE,0.0297
KVTZVFHX,0.0217
MM4NFCCR,0.5919
KDTIOMNA,0.0285
PDTIZCFS,0.0336
SMXZC4F4,0.0425
MDZKYDYC,0.0419
LH6RZJHS,0.6974
KHP8HNKO,0.0226
4XXQQNUQ,0.2464
OVUZCDOS,0.1
QVTHFYVD,0.0403
FOCPFJAB,0.1439
NGNJXHIF,0.0973
USVJGNNI,0.2352
6GM93WGS,0.0178
RWJCCRFN,0.6859
SHASZHNV,0.1258
NC5DFQB6,0.0557
EWCU5B7G,0.021
DCBG7TOL,0.7012
MNGFJWCU,0.0362
HMATZSZA,0.1306
FYPLD4TD,0.3132
Y2UYMQRY,0.0346
EHJKY4EE,0.0473
S8YJ8NB7,0.1332
FVQWTPDT,0.0348
C4OPDSPT,0.0278
JWKAFWMJ,0.1092
GLWEBE3T,0.0279
8AOZTVF5,0.0193
DFEMWMD5,0.0559
CUMACWMJ,0.0356
TOSQTDRR,0.0208
MDKFGGES,0.2066
4AWWNF7S,0.0211
J2SFS86J,0.6354
XG5TYUHO,0.0342
FBL4MSEM,0.0271
ERFC3HUC,0.0862
ARJSYCGD,0.0312
FPPRAEPA,0.6527
LPZDQUIY,0.0207
DHDZSHR7,0.0649
FREWPHG4,0.0223
FZSOEHV5,0.0223
K3M8GLMR,0.032
FGFVBQWX,0.0378
GQAFURTQ,0.6771
AMBYFHRQ,0.1044
VNJBJNEQ,0.1297
JNCG9I2P,0.0214
7MEVUQFG,0.0175
VLGYEYWG,0.0477
SU2S4IGF,0.0334
QQQYB55U,0.0213
V485Z429,0.0215
NMKTWEHA,0.0149
DRC4GPFS,0.1265
9R8UVRXF,0.033
RMYMJXQQ,0.0322
CWFZ9DQA,0.0189
ACZFXI8Q,0.0255
Q76LCGGH,0.6985
N4RDNLAW,0.0152
IKNEB7Z8,0.0403
MZII5CBT,0.1283
IJGVPHQC,0.6011
EVQV258U,0.0214
ZF9P2MOC,0.0383
DCABEY3X,0.0158
ZI9RGEJW,0.0192
Y5YFRTWK,0.0208
SFGXG2WN,0.0251
GDEWJIW5,0.035
XZKIECYB,0.2595
HTSTDAJH,0.0159
DEVAARIG,0.8832
LSF2MPUX,0.0396
GPTESZGN,0.1197
G8IVOHEH,0.1406
WBPPPRDH,0.1992
AKTSJYA4,0.0415
BPWBREH8,0.7215
H5GHIN8W,0.0207
P33Z47E2,0.0394
8VHEWVNA,0.0369
JJFRSFIA,0.2162
NCBBMQDS,0.1273
3PQW2DX3,0.0219
DTZGGOIY,0.0402
CXAJSUGH,0.1236
QHE5SHXK,0.1343
URNADMFD,0.038
RZFETUY6,0.0206
J9RYUDEA,0.0352
OEDZMRST,0.0346
MK6J6UHI,0.0327
JCSCEOUQ,0.2259
LLZOHVBX,0.0217
NDH76UCX,0.0266
MP6NDZCE,0.0331
4A7SABYB,0.0212
J8QRPP9S,0.1331
CMPFL56L,0.242
HAGZ6H4Z,0.0336
NC4TN9HT,0.1266
TDUBTYCG,0.0187
C7HV6CDJ,0.0205
KAFDCXD2,0.0221
AFGB8JKS,0.0288
ZIZPZNPA,0.0384
V5DHK8T3,0.0438
FMJMW6YJ,0.0281
DMBSZZAC,0.7974
6HDFIOKH,0.0345
VHHRE4MW,0.0388
G2HF8JQ8,0.0206
5AW5KK2E,0.6791
QOGMGEE2,0.0141
HAVMD79W,0.0172
RHUCNARW,0.0431
KGPPZ5FX,0.2728
JMRKJUFC,0.0368
DBTAPLAE,0.0158
HHBZUPZV,0.0258
AJBNUPEX,0.0217
Z8RBPLM8,0.0337
INSKVAPS,0.7481
JAEFIAFD,0.0181
GTVCWSSZ,0.0214
MXXR7XQ9,0.0314
CV9WE68A,0.0231
U3T7NTMP,0.6707
BOPP4S5C,0.0344
TAWV3QNU,0.1211
CFNGU82X,0.0217
RRK75QQV,0.0208
DSTSGN2M,0.0339
CHEEHOP7,0.0204
XKUEGCVP,0.0226
CVFXSGRI,0.02
XLTA6GNF,0.0487
UKA7NEZK,0.0339
2PBCC3MH,0.7065
WVYCIJFB,0.033
Q6RRMX5U,0.6352
QDH5Q2TT,0.0215
N3PCT23Q,0.6663
KZST4MRG,0.1357
EVIEEMVY,0.6911
CWPV5V4C,0.2175
CQZJTJMF,0.0341
WE6U2DEV,0.6863
NKWKKGYZ,0.0318
CMZ5XPZG,0.017
IHR7ACZD,0.661
CF6BW3RO,0.6328
4NJAGJMR,0.2139
KETAJ4Y5,0.0339
PGPJ3H48,0.0402
SHROHTPW,0.0468
ZCUGXEU4,0.1153
5OYVVXOQ,0.1224
DK8NIWVE,0.0397
QKFXRHFW,0.757
IDTTJPMG,0.0357
CF8V3Y7E,0.0218
EVGRMLBH,0.0209
6SRB7A4K,0.1404
MQGF9ODC,0.2473
3HCEAVQG,0.0203
BULS33UR,0.0847
CYPS3LHH,0.0367
TJEASZTD,0.0157
8IUCNJ9E,0.7242
KE5UHOYA,0.2213
LSCNFYPG,0.0552
IZKMYIOR,0.7014
B4OGC7UP,0.1452
LZQST4AN,0.0366
7G9UWWIE,0.0207
NNQKOHTD,0.0207
XMDJE9FF,0.234
FPWDSRNQ,0.0338
VZCX7DFO,0.5801
NR3VQXAX,0.0413
OJJVL6JU,0.0366
8KNXSNUK,0.0241
FSQMJUEV,0.7272
9NW3W6QP,0.1343
MSHUAKDO,0.0203
4H9IJ58S,0.0238
GRPWQ4AU,0.0328
Q2U5L6XZ,0.1117
6VU4ILYL,0.6067
EU5LJ3DQ,0.0207
GKHGXMGF,0.0185
MHCVDRME,0.014
XAYG7O9C,0.0227
A5ANMJER,0.0219
3KITBXBQ,0.0152
DDN9JYUS,0.0358
FQQALAGW,0.0196
CSER6SXR,0.033
AKECDKPR,0.1327
EGAXUQXR,0.3605
KPH883ND,0.0404
4XFO4KQG,0.0202
NULIEJWF,0.0142
MOK9BYFP,0.94
W5NOBB5X,0.0141
DZEEZELQ,0.6764
ISUHIQ4Y,0.0145
BGNFAWFG,0.0149
QYMJUTHV,0.2182
JDVPLATC,0.6487
7EHPEAIJ,0.7427
I4TAZDYU,0.0235
SIE3GLTJ,0.0255
O9VPNOEI,0.0351
2KXD6STJ,0.0322
HOVK78DS,0.0207
